# Pathway	CD11_S3_L008_paired_merged.assembled_Abundance	CD13_S9_L008_paired_merged.assembled_Abundance	CD15_S1_L008_paired_merged.assembled_Abundance	CD18_S19_L008_paired_merged.assembled_Abundance	CD21_S24_L008_paired_merged.assembled_Abundance	CD27_S29_L008_paired_merged.assembled_Abundance	CD34_S34_L008_paired_merged.assembled_Abundance	CD38_S39_L008_paired_merged.assembled_Abundance	CD44_S4_L008_paired_merged.assembled_Abundance	CD49_S10_L008_paired_merged.assembled_Abundance	CD4_S33_L008_paired_merged.assembled_Abundance	CD6_S38_L008_paired_merged.assembled_Abundance	PE04_S35_L008_paired_merged.assembled_Abundance	PE23_S40_L008_paired_merged.assembled_Abundance	PE25_S5_L008_paired_merged.assembled_Abundance	PE32_S11_L008_paired_merged.assembled_Abundance	PE36_S16_L008_paired_merged.assembled_Abundance	PE37_S21_L008_paired_merged.assembled_Abundance	PE48_S26_L008_paired_merged.assembled_Abundance	PE49_S31_L008_paired_merged.assembled_Abundance	PE52_S36_L008_paired_merged.assembled_Abundance	PE54_S41_L008_paired_merged.assembled_Abundance	PE57_S6_L008_paired_merged.assembled_Abundance	PE60_S12_L008_paired_merged.assembled_Abundance	R01_S17_L008_paired_merged.assembled_Abundance	R02_S22_L008_paired_merged.assembled_Abundance	R03_S27_L008_paired_merged.assembled_Abundance	R04_S32_L008_paired_merged.assembled_Abundance	R05_S37_L008_paired_merged.assembled_Abundance	R06_S42_L008_paired_merged.assembled_Abundance	R07_S7_L008_paired_merged.assembled_Abundance	R08_S13_L008_paired_merged.assembled_Abundance
PWY-6700: queuosine biosynthesis I (de novo)|unclassified	0.000112359	0.000195597	0.00018614	0.000203626	0.000158044	0.000159222	0.000106077	0.000181494	0.000222259	0.0002151	0.000160455	0.000179693	0.000151933	0.000108781	0.000183308	0.000233178	0.000253597	0.000289767	0.000113779	7.60131e-05	0.000151926	0.000173238	0.000165726	0.000189785	0.000183493	0.000283752	8.76879e-05	0.000233145	0.000107968	0.000188459	0.000118271	0.00017673
PWY-6703: preQ0 biosynthesis	1.1766e-05	4.36093e-05	2.39483e-05	4.02785e-05	3.28553e-05	3.1732e-05	3.73802e-05	5.28228e-05	5.89641e-06	6.16443e-05	9.60287e-05	2.54053e-05	0.000112849	7.16978e-05	0.000104916	0.000106863	0.00013562	0.000133573	2.99022e-05	1.88118e-05	5.24107e-05	5.48303e-05	4.25188e-05	6.32667e-05	2.3272e-05	0.000101171	1.10263e-05	2.25834e-05	1.94617e-05	5.63157e-05	3.49171e-05	3.93847e-06
PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	1.19917e-05	0	0	0	0	0	1.59637e-05	2.90266e-06	0	0	0	0	4.4485e-06	0	0	5.37258e-06	0	0	0	0	1.67345e-05	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56719e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	2.37216e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	2.07074e-05	0	2.25175e-05	2.92395e-06	9.41076e-06	4.51221e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7336e-06	1.49724e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9989e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|unclassified	0	1.61715e-05	2.39483e-05	2.77688e-05	3.12715e-05	2.81794e-05	3.72472e-05	3.99636e-05	0	6.12508e-05	6.2217e-05	1.90853e-05	6.21048e-05	3.89571e-05	7.42749e-05	7.24046e-05	8.83382e-05	0.000121961	2.24534e-05	1.85151e-05	4.61957e-05	5.23104e-05	4.05307e-05	5.91399e-05	2.3272e-05	8.87119e-05	1.10263e-05	2.25834e-05	9.53034e-06	5.63157e-05	4.39251e-06	3.93847e-06
PWY-6731: starch degradation III	0	2.10715e-05	1.65958e-05	3.20477e-05	1.92732e-05	4.37194e-05	6.33432e-06	1.51668e-05	0	0.000112145	2.59734e-05	9.54631e-06	4.23972e-05	4.38681e-05	6.23277e-05	3.42688e-05	6.09413e-05	6.29373e-05	3.75434e-05	8.16617e-06	5.56021e-05	3.87756e-05	4.75464e-05	4.00574e-05	7.64724e-06	6.01639e-06	0	3.54283e-05	2.90033e-05	8.39883e-06	0	0
PWY-6731: starch degradation III|unclassified	0	2.10711e-05	1.65943e-05	3.20444e-05	1.92732e-05	4.37194e-05	6.33432e-06	9.85372e-06	0	0.000110958	1.93054e-05	9.52898e-06	2.25115e-05	4.34158e-05	3.6193e-05	2.67042e-05	5.46304e-05	5.85219e-05	3.75434e-05	8.16608e-06	5.45428e-05	3.87756e-05	4.75432e-05	4.00574e-05	7.64724e-06	6.0163e-06	0	3.54283e-05	2.9e-05	8.39883e-06	0	0
PWY-6803: phosphatidylcholine acyl editing	0	0	1.19661e-05	0	0	0	0	0	4.07482e-06	0	6.49451e-06	4.74196e-06	3.55594e-06	1.99932e-05	5.52252e-06	0	1.18779e-05	0	9.52812e-06	0	0	0	6.34557e-06	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Enterobacter.s__Enterobacter_cloacae_complex	0	0	0	0	0	0	0	0	0	0	0	2.63935e-06	0	0	0	0	0	0	3.5423e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	2.62847e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	1.82459e-06	1.93187e-06	0	0	0	0	1.14942e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	5.36056e-06	0	0	0	0	0	0	0	1.85115e-06	0	0	0	0	0	1.11971e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_variicola	0	0	3.18455e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62838e-05	0	0	5.45167e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|unclassified	0	0	0	0	0	0	0	0	4.07482e-06	0	0	0	0	0	5.15253e-06	0	0	0	3.98073e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6807: xyloglucan degradation II (exoglucanase)	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05003e-06	0	5.90996e-06	1.86048e-05	0	0	0	0	3.51953e-06	0	0	0	0	0	0	4.57842e-06	0	0	0
PWY-6823: molybdopterin biosynthesis	0.000106966	0.000135928	0.000148325	0.000119433	0.000135609	0.000152261	0.000221744	0.000160229	0.000141525	8.46827e-05	0.000146992	0.000114667	8.79921e-05	0.000158999	0.000101206	0.000132131	0.000103109	0.000110029	7.00094e-05	0.000112957	7.62568e-05	0.000100155	8.41335e-05	0.00014592	0.000169501	0.000193197	0.000155746	0.000104539	7.50702e-05	0.000139963	0.00012261	0.000168747
PWY-6823: molybdopterin biosynthesis|g__Eggerthella.s__Eggerthella_lenta	0	0	0	7.77431e-06	7.80677e-06	1.26736e-05	9.14245e-06	4.76434e-06	0	0	7.997e-06	0	0	0	0	0	3.70495e-06	0	0	0	0	0	0	0	0	8.65987e-06	0	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis|g__Photobacterium.s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88936e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20166e-05	2.82079e-06	0	2.45026e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45778e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis|unclassified	0.000106966	0.00013412	0.00014008	0.000111515	0.000125835	0.000139219	0.000209698	0.000151547	0.000135168	8.38857e-05	0.000137087	0.000112863	8.79921e-05	0.000123109	9.60077e-05	0.000130927	9.58968e-05	9.53554e-05	6.43563e-05	0.000112957	7.37788e-05	0.000100155	8.41335e-05	0.00014592	0.000169501	0.000183751	0.000155746	0.000104539	7.50702e-05	0.000139963	0.000121209	0.000168747
PWY-6859: all-trans-farnesol biosynthesis	8.33097e-06	8.01353e-06	0	5.40716e-06	3.95274e-06	8.09322e-06	0	6.92955e-06	0	5.31273e-06	0	0	0	1.01342e-05	0	9.01186e-06	3.38451e-06	7.23757e-06	0	1.30243e-05	1.11358e-05	0	8.77475e-06	6.14837e-06	0	0	0	0	0	2.8821e-06	1.07401e-05	0
PWY-6859: all-trans-farnesol biosynthesis|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1636e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis|unclassified	0	4.53706e-06	0	5.24044e-06	3.94491e-06	8.05111e-06	0	6.92243e-06	0	5.31273e-06	0	0	0	7.23903e-06	0	8.39136e-06	3.36357e-06	0	0	1.30243e-05	1.11358e-05	0	8.56081e-06	6.13432e-06	0	0	0	0	0	2.8821e-06	1.02222e-05	0
PWY-6876: isopropanol biosynthesis (engineered)	0	1.67572e-05	3.37426e-05	2.49306e-05	0	0	0	0	0	1.27591e-05	8.81065e-06	0	7.41769e-06	3.90336e-06	6.44263e-06	6.32019e-06	1.0243e-05	1.82704e-05	0	1.61046e-05	0	1.62262e-05	0	0	0	0	9.23589e-06	0	0	0	0	0
PWY-6876: isopropanol biosynthesis (engineered)|unclassified	0	1.61553e-05	2.92889e-05	2.42723e-05	0	0	0	0	0	1.27163e-05	8.66797e-06	0	7.41769e-06	3.89736e-06	6.38181e-06	6.24945e-06	1.02091e-05	1.82704e-05	0	1.61046e-05	0	1.62262e-05	0	0	0	0	9.23589e-06	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	1.16043e-05	2.6063e-05	2.7718e-05	3.69448e-05	3.31089e-05	2.08587e-05	0	2.00676e-05	0	4.7483e-05	3.00936e-05	1.08177e-05	3.17128e-05	7.79893e-05	3.038e-05	8.44825e-05	4.41351e-05	4.03787e-05	2.52386e-05	0	3.5209e-05	3.00397e-05	3.39528e-05	5.25272e-05	0	4.93328e-05	5.25251e-06	2.39687e-05	3.73109e-05	4.24447e-05	3.49858e-05	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II|unclassified	7.73689e-06	1.85397e-05	1.32939e-05	2.97246e-05	2.72021e-05	1.41437e-05	0	1.91839e-05	0	4.74503e-05	2.38726e-05	0	2.72791e-05	3.3416e-05	1.5792e-05	6.30062e-05	1.62207e-05	3.23209e-05	2.50599e-05	0	3.30594e-05	3.00375e-05	2.12716e-05	4.39325e-05	0	3.63679e-05	0	2.39687e-05	0	3.93927e-05	0	0
PWY-6897: thiamine diphosphate salvage II	1.46887e-05	4.45252e-05	3.29098e-05	5.6291e-05	4.31573e-05	4.60392e-05	6.42398e-05	4.02642e-05	6.03704e-05	6.43197e-05	4.93036e-05	4.04016e-05	4.58657e-05	7.68617e-05	4.81328e-05	6.97198e-05	6.52326e-05	4.02072e-05	4.45343e-05	2.99465e-05	3.96887e-05	3.94267e-05	3.58941e-05	4.33288e-05	5.3471e-05	6.47341e-05	1.52714e-05	5.06393e-05	3.70853e-05	3.99866e-05	4.52062e-05	2.27573e-05
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47753e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62396e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II|unclassified	8.07465e-06	4.15675e-05	1.49699e-05	4.93383e-05	4.26294e-05	3.59044e-05	4.67348e-05	2.49351e-05	4.83062e-05	6.3469e-05	3.42712e-05	3.9913e-05	3.60502e-05	3.46966e-05	3.71373e-05	5.34728e-05	3.2331e-05	3.22341e-05	4.38126e-05	2.50448e-05	3.64186e-05	3.94267e-05	2.25749e-05	3.63004e-05	5.3471e-05	5.33251e-05	1.52714e-05	5.06393e-05	3.70853e-05	3.90887e-05	2.01817e-05	2.27573e-05
PWY-6901: superpathway of glucose and xylose degradation	0	1.04586e-05	2.27784e-05	1.61973e-05	1.69931e-05	0	0	2.18218e-05	1.90395e-05	0	5.00007e-05	3.1628e-05	7.93672e-05	7.03597e-05	8.66938e-05	6.00412e-05	6.01587e-05	5.99235e-05	1.82163e-05	1.22483e-05	2.32267e-05	2.82362e-05	3.38912e-05	1.01688e-05	0	0	0	0	4.64324e-05	0	3.01432e-05	0
PWY-6901: superpathway of glucose and xylose degradation|unclassified	0	1.04549e-05	0	1.29518e-05	0	0	0	0	7.5117e-06	0	2.78881e-05	1.78153e-05	1.85697e-05	0	4.16496e-05	1.51305e-05	1.46872e-05	3.24703e-05	1.69589e-05	1.12276e-05	0	2.50114e-05	1.88942e-05	0	0	0	0	0	0	0	3.00184e-05	0
PWY-6902: chitin degradation II (Vibrio)	0	0	0	0	0	0	0	0	0	0	0	2.72189e-06	0	2.60161e-05	0	0	0	2.44947e-06	7.27342e-06	5.17482e-06	0	0	2.30922e-06	2.64929e-06	0	0	0	0	0	0	0	3.5949e-06
PWY-6902: chitin degradation II (Vibrio)|g__Photobacterium.s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0876e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6902: chitin degradation II (Vibrio)|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00929e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6902: chitin degradation II (Vibrio)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0058e-06	5.17482e-06	0	0	2.30922e-06	2.59109e-06	0	0	0	0	0	0	0	3.5949e-06
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10132e-06	0
PWY-6920: 6-gingerol analog biosynthesis (engineered)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10132e-06	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0	0	0	0	0	0	0	0	1.0707e-05	0	2.82946e-05	0	3.06457e-05	1.07843e-05	1.08384e-05	0	0	0	4.15532e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01324e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	4.10315e-05	3.68473e-05	1.65836e-05	2.23148e-05	1.93059e-05	2.5577e-05	2.35059e-05	2.79203e-05	4.40599e-05	2.05741e-05	2.8116e-05	4.41543e-05	4.04593e-05	5.46213e-05	3.10785e-05	1.82329e-05	1.43014e-05	1.65395e-05	2.22985e-05	3.25218e-05	2.54157e-05	2.0329e-05	3.08729e-05	1.92272e-05	5.11539e-05	2.09894e-05	2.51863e-05	2.01304e-05	1.8311e-05	1.36606e-05	6.79811e-05	2.5249e-05
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73844e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	4.05955e-05	3.6767e-05	1.65373e-05	2.2301e-05	1.92792e-05	2.55202e-05	2.34833e-05	2.7871e-05	4.37697e-05	2.05703e-05	2.13588e-05	4.41206e-05	3.99747e-05	1.75613e-05	2.59848e-05	1.81562e-05	9.89676e-06	1.07603e-05	2.22754e-05	3.24638e-05	2.54157e-05	2.03102e-05	3.08101e-05	1.92179e-05	5.10553e-05	2.09437e-05	2.51739e-05	2.01304e-05	1.82458e-05	1.36557e-05	5.59949e-05	2.5249e-05
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91915e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02677e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0	0	0	0	0	0	0	0	0	0	1.69419e-06	0	0	0	0	0	0	6.51239e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	7.25733e-06	1.66758e-05	4.18352e-05	2.80468e-05	1.01712e-05	0	0	1.07826e-05	0	9.14352e-06	1.50512e-05	2.30878e-05	5.66504e-06	0	1.73561e-05	1.99527e-05	3.94248e-05	3.02802e-05	1.25538e-05	6.47932e-06	1.46014e-05	1.16543e-05	6.96329e-06	8.62709e-06	0	5.79003e-06	0	5.20467e-06	2.92612e-05	0	1.72103e-05	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	7.08461e-06	1.65652e-05	4.12455e-05	0	0	0	0	1.00255e-05	0	8.78212e-06	4.54802e-06	1.79924e-05	5.39911e-06	0	1.47544e-05	5.35157e-06	2.05751e-05	2.69123e-05	1.23405e-05	0	1.33677e-05	1.15719e-05	5.57352e-06	8.61333e-06	0	4.70573e-06	0	5.20467e-06	0	0	0	0
PWY-6992: 1,5-anhydrofructose degradation	0	0	0	4.09724e-06	0	0	0	0	0	1.69871e-05	0	0	5.16434e-06	7.84579e-06	1.14597e-05	1.13571e-05	1.05764e-05	1.27562e-05	0	0	1.12805e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-6992: 1,5-anhydrofructose degradation|unclassified	0	0	0	4.09387e-06	0	0	0	0	0	1.69711e-05	0	0	3.80664e-06	7.82524e-06	7.82147e-06	7.70644e-06	0	6.74817e-06	0	0	8.14247e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-7013: (S)-propane-1,2-diol degradation	7.3049e-05	9.02416e-05	8.74119e-05	8.02388e-05	7.67105e-05	7.17464e-05	0.000112305	9.17487e-05	9.90472e-05	5.7756e-05	9.56555e-05	0.000115786	5.42475e-05	0.000127538	6.09322e-05	6.97338e-05	3.54021e-05	6.75711e-05	5.65702e-05	0.000107787	8.55274e-05	6.12237e-05	0.000128618	9.86125e-05	8.31138e-05	7.05041e-05	7.91728e-05	8.69896e-05	6.42954e-05	7.72153e-05	8.33296e-05	8.76688e-05
PWY-7013: (S)-propane-1,2-diol degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	1.94295e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7013: (S)-propane-1,2-diol degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	3.94775e-06	0	3.07075e-06	0	0	0	3.62264e-06	0	0	0	0	0	0	0	4.41652e-06	0	3.14553e-06	0	0	0	0	0	0	0
PWY-7013: (S)-propane-1,2-diol degradation|unclassified	7.3049e-05	9.02416e-05	8.01258e-05	8.02388e-05	7.67105e-05	7.17464e-05	0.000112305	9.17487e-05	9.13913e-05	5.7756e-05	8.44706e-05	0.00010935	5.42475e-05	0.000110379	5.27716e-05	6.84592e-05	3.51535e-05	6.75711e-05	5.65702e-05	9.38776e-05	7.69337e-05	6.12237e-05	0.000122757	9.76543e-05	7.89199e-05	7.05041e-05	7.91728e-05	8.69896e-05	6.42954e-05	7.72153e-05	7.05486e-05	8.76688e-05
PWY-702: L-methionine biosynthesis II	0	0	0	2.15384e-06	0	1.34533e-05	0	1.84855e-05	1.01603e-05	7.96263e-06	1.3343e-05	1.9665e-05	2.0484e-05	1.81471e-05	1.6074e-05	1.66825e-05	7.43002e-06	1.01615e-05	0	1.78526e-05	1.90011e-05	1.05694e-05	0	1.62692e-05	0	0	3.5673e-06	6.72336e-06	1.30015e-05	0	2.39503e-05	0
PWY-702: L-methionine biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	1.44672e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-702: L-methionine biosynthesis II|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99298e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-702: L-methionine biosynthesis II|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48001e-06	4.00809e-06	0	2.84944e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-702: L-methionine biosynthesis II|unclassified	0	0	0	2.15298e-06	0	1.34533e-05	0	1.84855e-05	1.0128e-05	0	5.6295e-06	1.96222e-05	1.21491e-05	0	6.60925e-06	1.6025e-05	9.94286e-07	6.63092e-06	0	1.78526e-05	1.45937e-05	1.05694e-05	0	1.61157e-05	0	0	3.56574e-06	6.72336e-06	1.29178e-05	0	1.8195e-05	0
PWY-7052: cyanophycin metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62338e-06	0	0	0	0	0	0	0	0
PWY-7052: cyanophycin metabolism|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62338e-06	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	9.42172e-05	0.000136802	0.000116055	0.000120115	0.000115847	9.27714e-05	0.000155731	0.000133909	0.000138911	9.20744e-05	0.000133578	0.000155403	9.62167e-05	0.000172274	9.35121e-05	0.000100427	5.31622e-05	9.70662e-05	0.000108524	0.000164654	0.000130012	9.32314e-05	0.000168315	0.000128627	0.000111342	9.7765e-05	0.000114538	0.000118127	8.30538e-05	0.000101819	0.000109259	0.000120423
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Enterobacter.s__Enterobacter_cloacae_complex	0	0	0	0	0	0	0	0	0	0	1.52893e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	2.98539e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4771e-06	3.35733e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4332e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35097e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	9.3888e-05	0.000135622	0.000106532	0.000119652	0.00011515	9.24638e-05	0.000155379	0.000133466	0.000127442	9.2052e-05	0.00011666	0.000145427	9.36239e-05	0.000139501	7.71546e-05	9.87215e-05	5.22269e-05	9.59684e-05	0.000107003	0.000139277	0.000113806	9.32314e-05	0.000161895	0.00012833	0.000105493	9.72699e-05	0.000114474	0.000118127	8.24319e-05	0.000101572	9.08761e-05	0.000120423
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	1.74222e-05	2.31396e-05	0	9.80379e-06	2.16456e-05	2.71276e-05	0	1.04291e-05	1.531e-05	0	4.38041e-05	2.88626e-05	1.4566e-05	2.68556e-05	1.68597e-05	2.59677e-05	2.24507e-05	2.10569e-05	1.61879e-05	1.73026e-05	2.45097e-05	1.508e-05	2.28052e-05	1.94883e-05	0	1.09532e-05	0	1.39108e-05	2.29708e-05	0	1.05997e-05	1.29698e-05
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0446e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	1.21979e-05	2.18175e-05	0	9.18865e-06	1.56038e-05	2.41437e-05	0	9.88546e-06	1.32859e-05	0	1.55547e-05	1.96298e-05	7.12203e-06	1.02426e-05	1.23394e-05	1.95863e-05	1.69435e-05	1.61233e-05	1.54408e-05	1.54348e-05	1.57748e-05	1.45472e-05	1.61979e-05	1.75687e-05	0	1.01777e-05	0	1.39108e-05	2.09376e-05	0	1.031e-05	1.29698e-05
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	2.99781e-05	2.85156e-05	4.00846e-05	1.47272e-05	2.90242e-05	4.67568e-05	0	1.44504e-05	2.61205e-05	3.54073e-05	3.58566e-05	5.71144e-05	1.51451e-05	2.87288e-05	1.48702e-05	3.34635e-05	2.52152e-05	2.05934e-05	1.3845e-05	3.90925e-05	3.08024e-05	1.60741e-05	3.0337e-05	3.82829e-05	0	1.35321e-05	2.66219e-05	1.2606e-05	2.74062e-05	0	2.32283e-05	2.46305e-05
