Type,Class,Gene,Location,Mean,SD
MGE,replication/recombination/repair,replication/recombination/repair-soj_3,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-sopA,Cabo Douglas,3.13E-05,3.96E-05
MGE,replication/recombination/repair,replication/recombination/repair-sopA,Punta Espinoza,9.16E-06,2.15E-05
MGE,replication/recombination/repair,replication/recombination/repair-sopA,Rabida,1.65E-05,3.11E-05
MGE,replication/recombination/repair,replication/recombination/repair-sopB,Cabo Douglas,3.31E-05,3.71E-05
MGE,replication/recombination/repair,replication/recombination/repair-sopB,Punta Espinoza,1.32E-05,2.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-sopB,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-sopB_2,Cabo Douglas,1.04E-05,2.58E-05
MGE,replication/recombination/repair,replication/recombination/repair-sopB_2,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-sopB_2,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-spo0J,Cabo Douglas,5.48E-06,1.90E-05
MGE,replication/recombination/repair,replication/recombination/repair-spo0J,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-spo0J,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-ssb,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-ssb,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-ssb,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-ssb_3,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-ssb_3,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-ssb_3,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-ssb3,Cabo Douglas,5.48E-06,1.90E-05
MGE,replication/recombination/repair,replication/recombination/repair-ssb3,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-ssb3,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-stpA,Cabo Douglas,0,0
MGE,replication/recombination/repair,replication/recombination/repair-stpA,Punta Espinoza,8.08E-06,1.90E-05
MGE,replication/recombination/repair,replication/recombination/repair-stpA,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-tag,Cabo Douglas,4.43E-05,3.55E-05
MGE,replication/recombination/repair,replication/recombination/repair-tag,Punta Espinoza,3.87E-05,3.00E-05
MGE,replication/recombination/repair,replication/recombination/repair-tag,Rabida,4.75E-05,3.01E-05
MGE,replication/recombination/repair,replication/recombination/repair-topA,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-topA,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-topA,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-topB,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-topB,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-topB,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-topB_1,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-topB_1,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-topB_1,Rabida,4.76E-05,3.02E-05
MGE,replication/recombination/repair,replication/recombination/repair-topB_2,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-topB_2,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-topB_2,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-topB_6,Cabo Douglas,0,0
MGE,replication/recombination/repair,replication/recombination/repair-topB_6,Punta Espinoza,8.98E-06,2.14E-05
MGE,replication/recombination/repair,replication/recombination/repair-topB_6,Rabida,1.55E-05,2.87E-05
MGE,replication/recombination/repair,replication/recombination/repair-topB2,Cabo Douglas,0,0
MGE,replication/recombination/repair,replication/recombination/repair-topB2,Punta Espinoza,4.59E-06,1.59E-05
MGE,replication/recombination/repair,replication/recombination/repair-topB2,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-trhI,Cabo Douglas,2.59E-05,3.34E-05
MGE,replication/recombination/repair,replication/recombination/repair-trhI,Punta Espinoza,1.73E-05,2.63E-05
MGE,replication/recombination/repair,replication/recombination/repair-trhI,Rabida,8.51E-06,2.41E-05
MGE,replication/recombination/repair,replication/recombination/repair-tssB,Cabo Douglas,1.12E-05,2.70E-05
MGE,replication/recombination/repair,replication/recombination/repair-tssB,Punta Espinoza,1.04E-05,2.49E-05
MGE,replication/recombination/repair,replication/recombination/repair-tssB,Rabida,8.51E-06,2.41E-05
MGE,replication/recombination/repair,replication/recombination/repair-tus,Cabo Douglas,4.43E-05,3.55E-05
MGE,replication/recombination/repair,replication/recombination/repair-tus,Punta Espinoza,3.01E-05,3.25E-05
MGE,replication/recombination/repair,replication/recombination/repair-tus,Rabida,6.98E-06,1.97E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuC,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuC,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-umuC,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-umuC_3,Cabo Douglas,5.48E-06,1.90E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuC_3,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-umuC_3,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-umuC_7,Cabo Douglas,5.73E-06,1.99E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuC_7,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-umuC_7,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-umuC1,Cabo Douglas,0,0
MGE,replication/recombination/repair,replication/recombination/repair-umuC1,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-umuC1,Rabida,9.60E-06,2.72E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuD,Cabo Douglas,2.17E-05,3.22E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuD,Punta Espinoza,4.46E-05,2.85E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuD,Rabida,1.54E-05,2.88E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuD_2,Cabo Douglas,6.91E-06,2.39E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuD_2,Punta Espinoza,6.28E-06,2.17E-05
MGE,replication/recombination/repair,replication/recombination/repair-umuD_2,Rabida,8.51E-06,2.41E-05
MGE,replication/recombination/repair,replication/recombination/repair-ung,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-ung,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-ung,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-ung2,Cabo Douglas,4.59E-05,2.92E-05
MGE,replication/recombination/repair,replication/recombination/repair-ung2,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-ung2,Rabida,3.87E-05,3.24E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvp1,Cabo Douglas,3.13E-05,3.96E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvp1,Punta Espinoza,1.29E-05,2.35E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvp1,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-uvrA,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrA,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrA,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrA_1,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrA_1,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrA_1,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrA_2,Cabo Douglas,0,0
MGE,replication/recombination/repair,replication/recombination/repair-uvrA_2,Punta Espinoza,8.23E-06,1.93E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrA_2,Rabida,7.65E-06,2.16E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrB,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrB,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrB,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrB_2,Cabo Douglas,4.15E-05,3.13E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrB_2,Punta Espinoza,3.20E-05,2.92E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrB_2,Rabida,1.48E-05,2.74E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrC,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrC,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrC,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-uvrD,Cabo Douglas,2.81E-05,3.55E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrD,Punta Espinoza,3.80E-05,2.91E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvrD,Rabida,3.09E-05,3.33E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvsE,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvsE,Punta Espinoza,4.28E-05,2.75E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvsE,Rabida,4.85E-05,3.08E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvsW.1,Cabo Douglas,5.48E-06,1.90E-05
MGE,replication/recombination/repair,replication/recombination/repair-uvsW.1,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-uvsW.1,Rabida,8.51E-06,2.41E-05
MGE,replication/recombination/repair,replication/recombination/repair-vsr,Cabo Douglas,6.01E-05,2.38E-05
MGE,replication/recombination/repair,replication/recombination/repair-vsr,Punta Espinoza,5.38E-05,1.96E-05
MGE,replication/recombination/repair,replication/recombination/repair-vsr,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerC,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerC,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerC_1,Cabo Douglas,1.03E-05,2.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_1,Punta Espinoza,3.70E-06,1.28E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_1,Rabida,1.65E-05,3.06E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_2,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_2,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerC_2,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerC_3,Cabo Douglas,3.67E-05,3.38E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_3,Punta Espinoza,5.32E-05,1.93E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_3,Rabida,3.79E-05,3.17E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_4,Cabo Douglas,6.01E-05,2.38E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_4,Punta Espinoza,4.82E-05,2.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_4,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerC_6,Cabo Douglas,0,0
MGE,replication/recombination/repair,replication/recombination/repair-xerC_6,Punta Espinoza,3.70E-06,1.28E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerC_6,Rabida,0,0
MGE,replication/recombination/repair,replication/recombination/repair-xerD,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerD,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerD_1,Cabo Douglas,6.58E-05,1.44E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD_1,Punta Espinoza,5.87E-05,9.90E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerD_1,Rabida,6.37E-05,7.26E-06
MGE,replication/recombination/repair,replication/recombination/repair-xerD_2,Cabo Douglas,4.26E-05,3.45E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD_2,Punta Espinoza,3.50E-05,3.17E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD_2,Rabida,3.96E-05,3.34E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD_3,Cabo Douglas,1.14E-05,2.67E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD_3,Punta Espinoza,0,0
MGE,replication/recombination/repair,replication/recombination/repair-xerD_3,Rabida,2.39E-05,3.31E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD_4,Cabo Douglas,9.50E-06,2.25E-05
MGE,replication/recombination/repair,replication/recombination/repair-xerD_4,Punta Espinoza,2.51E-05,3.21E-05
